Title,User Rating %,Genres,Cast
Prey,65,"['Action', 'Thriller']","['Ryan Phillippe, as Andrew', 'Emile Hirsch, as Grun', 'Mena Suvari, as Sue', 'Dylan Flashner, as Tyler', 'Tristan Thompson, as Max', 'Michaela Sasner, as Chrissy', 'Jeremy Tardy, as Thabo', 'Mohamed Hakeemshady, as Scar', 'Alpha Miknas, as Fatigues']"
Dragonkeeper,69,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']","['Lucía Pérez, as Ping (voice)', 'Mario Gas, as Danzi (voice)', 'Fernando Castro, as Diao (voice)', 'Carlos de Luna, as Wang Chao (voice)', 'José Gómez Adán, as Kwan (voice)', 'César Díaz Capilla, as Master Lan (voice)', 'Isabel Gaudí, as Lao Ma (voice)', 'Miquel Rodríguez Ros, as Príncipe (voice)', 'Álvaro Navarro, as Cara de rata / Walla #2 (voice)']"
Saving Bikini Bottom: The Sandy Cheeks Movie,65,"['Animation', 'Comedy', 'Adventure', 'Family']","['Carolyn Lawrence, as Sandy / Bottomite Crowd (voice)', 'Tom Kenny, as SpongeBob / Gary / Sonny / Various (voice)', 'Clancy Brown, as Mr. Krabs / Clyde / Additional Voices (voice)', 'Bill Fagerbakke, as Patrick Star / Bottomite #4 / Bottomite Crowd (voice)', 'Mr. Lawrence, as Plankton / Fred / Larry / Various (voice)', 'Rodger Bumpass, as Squidward Tentacles / Butch / Various (voice)', 'Johnny Knoxville, as Randy Cheeks (voice)', 'Craig Robinson, as Pa Cheeks (voice)', 'Grey DeLisle, as Ma Cheeks / Granny Cheeks / Rowdy Cheeks / Rosie Cheeks (voice)']"
The Instigators,65,"['Action', 'Comedy', 'Crime']","['Matt Damon, as Rory', 'Casey Affleck, as Cobby', 'Hong Chau, as Dr. Donna Rivera', 'Michael Stuhlbarg, as Mr. Besegai', 'Paul Walter Hauser, as Booch', 'Ving Rhames, as Frank Toomey', 'Alfred Molina, as Richie Dechico', 'Toby Jones, as Alan Flynn', 'Jack Harlow, as Scalvo']"
One Fast Move,67,"['Action', 'Drama', 'Romance']","['K.J. Apa, as Wes Neal', 'Eric Dane, as Dean Miller', 'Maia Reficco, as Camila', 'Edward James Olmos, as Abel', 'Austin North, as Cody', 'Jackson Hurst, as Bobby Tresco', 'Adam Thomas Ziemba, as Leo', 'Libby Blake, as Nikki', 'Kevin Saunders, as Bike Shop Father']"
The Garfield Movie,72,"['Animation', 'Comedy', 'Family', 'Adventure']","['Chris Pratt, as Garfield (voice)', 'Samuel L. Jackson, as Vic (voice)', 'Hannah Waddingham, as Jinx (voice)', 'Ving Rhames, as Otto (voice)', 'Nicholas Hoult, as Jon (voice)', 'Cecily Strong, as Marge Malone (voice)', 'Harvey Guillén, as Odie (voice)', 'Brett Goldstein, as Roland (voice)', 'Bowen Yang, as Nolan (voice)']"
Furiosa: A Mad Max Saga,76,"['Action', 'Adventure', 'Science Fiction']","['Anya Taylor-Joy, as Furiosa', 'Chris Hemsworth, as Dementus', 'Tom Burke, as Praetorian Jack', 'Alyla Browne, as Young Furiosa', 'George Shevtsov, as The History Man', 'Lachy Hulme, as Immortan Joe / Rizzdale Pell', 'John Howard, as The People Eater', 'Angus Sampson, as Organic Mechanic', 'Charlee Fraser, as Mary Jabassa']"
Kingdom of the Planet of the Apes,72,"['Science Fiction', 'Adventure', 'Action']","['Owen Teague, as Noa', 'Freya Allan, as Nova / Mae', 'Kevin Durand, as Proximus Caesar', 'Peter Macon, as Raka', 'William H. Macy, as Trevathan', 'Eka Darville, as Sylva', 'Travis Jeffery, as Anaya', 'Lydia Peckham, as Soona', 'Neil Sandilands, as Koro']"
The Convert,63,"['Action', 'Drama']","['Guy Pearce, as Thomas Munro', 'Tioreore Ngatai-Melbourne, as Rangimai', 'Antonio Te Maioha, as Maianui', 'Jacqueline McKenzie, as Charlotte', 'Te Kohe Tuhaka, as Captive Warrior', 'Lawrence Makoare, as Akatarewa', ""Dean O'Gorman, as Kedgley"", 'Jared Turner, as Castor Samuels', 'Kelly Vivian, as Epworth Washerwoman / Epworth Dancer']"
Breaking and Re-entering,64,"['Action', 'Comedy']","['Chen Bolin, as Chang Po-Chun', 'Cecilia Choi, as Shen Shu-Wen', 'Kent Tsai, as Kao', 'JC Lin, as Wen-Hao', 'Frederick Lee, as Uncle Bin', 'Kang-Ren Wu, as Chen Hai-Jui', 'Ven Kao, as Mr. Hu', 'McFly Wu, as Mr. Hou', 'Jean Ho, as Ann']"
Mission: Cross,69,"['Action', 'Comedy', 'Adventure']","['Hwang Jung-min, as Kang-mu', 'Yum Jung-ah, as Mi-seon', 'Jeon Hye-jin, as Hee-ju', 'Jeong Man-sik, as Sang-ung', 'Kim Chan-hyung, as Jeong-rok', 'Kim Ju-hun, as Jung-san', 'Cha Rae-hyung, as Hun-ki', 'Lee Ho-cheol, as Dong-su', 'Kim Jun-han, as Geum-seok']"
Paradox Effect,64,"['Action', 'Thriller']","['Olga Kurylenko, as Karina', 'Harvey Keitel, as Silvio', 'Oliver Trevena, as Covek', 'Alice Astons, as Lucy', 'Talia Asseraf, as Renee', 'Meredith Mickelson, as Gia', 'Malich Cissé, as Mads', 'Lucia Zotti, as Signora De Luca', 'Paul Sampson, as Gian']"
The Mouse Trap,26,"['Horror', 'Thriller', 'Comedy']","['Simon Phillips, as Mickey / Mike the manager', 'Sophie McIntosh, as Alex', 'Nick Biskupek, as Detective Marsh', 'James Laurin, as Paul', 'Mireille Gagné, as Gemma', 'Damir Kovic, as Detective Cole', 'Calum Sywyk, as Marcus', 'Allegra Nocita, as Marie', 'Ben Harris, as Ryan']"
House of Ga'a,59,"['Action', 'History']","[""Femi Branch, as Bashorun Ga'a"", 'Mike Afolarin, as Oyemekun', 'Funke Akindele, as Ayinba', 'Femi Adebayo, as Olukuoye', ""Ibrahim Chatta, as Sasa L'eniyan"", 'Toyin Abraham, as Edan Asiko', ""Jide 'JBlaze' Oyegbile, as Olaotan"", 'Bimbo Manuel, as Ashipa', 'Lateef Adedimeji, as Olubu']"
Thelma,70,"['Action', 'Comedy', 'Adventure']","['June Squibb, as Thelma', 'Fred Hechinger, as Daniel', 'Richard Roundtree, as Ben', 'Parker Posey, as Gail', 'Clark Gregg, as Alan', 'Malcolm McDowell, as Harvey', 'Nicole Byer, as Rochelle', 'Coral Peña, as Allie', 'Hilda Boulware, as Woman at Post Office']"
Descendants: The Rise of Red,70,"['Fantasy', 'Adventure', 'Family', 'Comedy']","['Kylie Cantrall, as Red', 'Malia Baker, as Chloe', 'Ruby Rose Turner, as Bridget', 'Morgan Dudley, as Ella', 'Dara Reneé, as Uliana', 'Rita Ora, as Queen of Hearts', 'Brandy Norwood, as Cinderella', 'China Anne McClain, as Uma', 'Joshua Colley, as Hook']"
Escape from the 21st Century,70,"['Science Fiction', 'Comedy']","['Zhang Ruoyun, as Wang Zha', 'Zhong Chuxi, as Liu Lianzhi', 'Song Yang, as Wang Chengyong', 'Wu Xiaoliang, as Han Guang', 'Zhu Yanmanzi, as Yang Yi', 'Leon Lee, as Bubble/Paopao', 'Wen Zhengrong, as San', 'Shi Liang,', 'Yichen Chen,']"
The Ministry of Ungentlemanly Warfare,72,"['Action', 'Comedy', 'War']","['Henry Cavill, as Gus March-Phillips', 'Eiza González, as Marjorie Stewart', 'Alan Ritchson, as Anders Lassen', 'Henry Golding, as Freddy Alvarez', ""Cary Elwes, as Brigadier Gubbins 'M'"", 'Alex Pettyfer, as Geoffrey Appleyard', 'Hero Fiennes Tiffin, as Henry Hayes', 'Babs Olusanmokun, as Mr. Heron', 'Henry Zaga, as Captain Binea']"
Justice League: Crisis on Infinite Earths Part Three,74,"['Animation', 'Science Fiction', 'Action']","['Jensen Ackles, as Batman / Bruce Wayne (voice)', 'Darren Criss, as Superman / Earth-2 Superman (voice)', 'Corey Stoll, as Lex Luthor (voice)', 'Gideon Adlon, as Batgirl (voice)', ""Ike Amadi, as Martian Manhunter / J'onn J'onzz (voice)"", 'Geoffrey Arend, as Psycho Pirate / Charles Halstead (voice)', 'Troy Baker, as The Joker / Spider Guild Lantern (voice)', 'Brian Bloom, as Adam Strange / Sidewinter (voice)', 'Matt Bomer, as The Flash (voice)']"
Non Negotiable,60,"['Action', 'Thriller', 'Comedy', 'Drama']","['Mauricio Ochmann, as Alan Bender', 'Leonardo Ortizgris, as Vicente', 'Enoc Leaño, as Presidente Araiza', 'Tato Alexander, as Victoria', 'Claudette Maillé, as Carrasco', 'Gonzalo Vega Jr., as Nicolás', 'Daniel Garcia, as Fajardo', 'Fernanda Borches, as Pamela Lobatón', 'Cristina Michaus, as Secretaria Bastón']"
Godzilla x Kong: The New Empire,72,"['Science Fiction', 'Action', 'Adventure']","['Rebecca Hall, as Ilene Andrews', 'Brian Tyree Henry, as Bernie Hayes', 'Dan Stevens, as Trapper', 'Kaylee Hottle, as Jia', 'Alex Ferns, as Mikael', 'Fala Chen, as Iwi Queen', 'Rachel House, as Hampton', 'Ron Smyck, as Harris', 'Chantelle Jamieson, as Jayne']"
My Spy The Eternal City,67,"['Action', 'Comedy']","['Dave Bautista, as J.J.', 'Chloe Coleman, as Sophie Newton', 'Kristen Schaal, as Bobbi', 'Ken Jeong, as David Kim', 'Anna Faris, as Nancy', 'Flula Borg, as Crane', 'Taeho K, as Collin', 'Billy Barratt, as Ryan', 'Craig Robinson, as Connelly']"
Fly Me to the Moon,71,"['Romance', 'Comedy']","['Scarlett Johansson, as Kelly Jones', 'Channing Tatum, as Cole Davis', 'Woody Harrelson, as Moe Berkus', 'Ray Romano, as Henry Smalls', 'Jim Rash, as Lance Vespertine', 'Anna Garcia, as Ruby Martin', 'Donald Watkins, as Stu Bryce', 'Noah Robbins, as Don Harper', 'Christian Clemenson, as Walter']"
An Ideal Father,65,"['Drama', 'TV Movie']","['Laurent Gerra, as Michel', 'Eddy Mitchell, as Jeff', 'Laure-Lucille Simon, as Florence Pasquier', 'Jérôme Kircher, as Max', 'Tess Barthélémy, as Christelle', 'Bérangère Bonvoisin, as Sylvie', 'Denez Raoul, as Paul', 'Alice Aliaga, as Karine', ""Rufus, as L'Evêque""]"
Alien,82,"['Horror', 'Science Fiction']","['Tom Skerritt, as Dallas', 'Sigourney Weaver, as Ripley', 'Veronica Cartwright, as Lambert', 'Harry Dean Stanton, as Brett', 'John Hurt, as Kane', 'Ian Holm, as Ash', 'Yaphet Kotto, as Parker', 'Bolaji Badejo, as Alien', 'Helen Horton, as Mother (voice)']"
Trap,63,"['Crime', 'Horror', 'Mystery', 'Thriller']","['Josh Hartnett, as Cooper', 'Ariel Donoghue, as Riley', 'Saleka, as Lady Raven', 'Alison Pill, as Rachel', 'Hayley Mills, as Dr. Josephine Grant', 'Jonathan Langdon, as Jamie', 'Mark Bacolcol, as Spencer', ""Marnie McPhail, as Jody's Mom"", 'Kid Cudi, as The Thinker']"
Alice in Terrorland,60,"['Horror', 'Thriller']","['Lizzy Willis, as Alice', 'Rula Lenska, as Beth', 'Jon-Paul Gates, as The Mad Hatter', 'Steve Wraith, as The Rabbit', 'Lila Sarner, as The Twins', 'Nigel Troup, as The Smoking Man', 'Nikol Atanasova, as The Cheshire Ripper', 'Rikki Kimpton, as The Walrus']"
Kung Fu Panda 4,71,"['Animation', 'Family', 'Fantasy', 'Action']","['Jack Black, as Po (voice)', 'Awkwafina, as Zhen (voice)', 'Viola Davis, as The Chameleon (voice)', 'Dustin Hoffman, as Shifu (voice)', 'Bryan Cranston, as Li (voice)', 'James Hong, as Mr. Ping (voice)', 'Ian McShane, as Tai Lung (voice)', 'Ke Huy Quan, as Han (voice)', 'Ronny Chieng, as Fish (voice)']"
Coraline,79,"['Animation', 'Family', 'Fantasy']","['Dakota Fanning, as Coraline Jones (voice)', 'Teri Hatcher, as Mel Jones / Other Mother (voice)', 'Jennifer Saunders, as April Spink (voice)', 'Dawn French, as Miriam Forcible (voice)', 'Keith David, as Cat (voice)', 'Ian McShane, as Mr. Sergei Alexander Bobinsky / Other Bobinsky (voice)', 'John Hodgman, as Charlie Jones / Other Father (voice)', 'Robert Bailey Jr., as Wyborne ""Wybie"" Lovat (voice)', 'Aankha Neal, as Sweet Ghost Girl (voice)']"
Immaculate,63,"['Horror', 'Mystery', 'Thriller']","['Sydney Sweeney, as Sister Cecilia', 'Álvaro Morte, as Father Sal Tedeschi', 'Simona Tabasco, as Sister Mary', 'Benedetta Porcaroli, as Sister Gwen', 'Giorgio Colangeli, as Cardinal Franco Merola', 'Dora Romano, as Mother Superior', 'Giulia Heathfield Di Renzi, as Sister Isabelle', 'Giampiero Judica, as Doctor Gallo', 'Betti Pedrazzi, as Sister Francesca']"
Civil War,70,"['War', 'Action', 'Drama']","['Kirsten Dunst, as Lee', 'Wagner Moura, as Joel', 'Cailee Spaeny, as Jessie', 'Stephen McKinley Henderson, as Sammy', 'Nelson Lee, as Tony', 'Nick Offerman, as President', 'Jefferson White, as Dave', 'Evan Lai, as Bohai', 'Vince Pisani, as Concierge']"
The Exorcism,46,"['Horror', 'Thriller']","['Russell Crowe, as Anthony Miller', 'Ryan Simpkins, as Lee Miller', 'Sam Worthington, as Joe', 'Chloe Bailey, as Blake Holloway', 'Adam Goldberg, as Peter', 'Adrian Pasdar, as Tom', 'David Hyde Pierce, as Father Conor', 'Tracey Bonner, as Regina', 'Marcenae Lynette, as Monica']"
My Fault,80,"['Drama', 'Romance']","['Nicole Wallace, as Noah Morgan', 'Gabriel Guevara, as Nick Leister', 'Marta Hazas, as Rafaela', 'Iván Sánchez, as William Leister', 'Eva Ruiz, as Jenna', 'Víctor Varona, as Lion', 'Fran Berenguer, as Ronnie', 'Adriana Ubani, as Anna', 'Ivan Massagué, as Jonas']"
Deadpool,76,"['Action', 'Adventure', 'Comedy']","['Ryan Reynolds, as Wade Wilson / Deadpool', 'Morena Baccarin, as Vanessa', 'Ed Skrein, as Ajax', 'T.J. Miller, as Weasel', 'Gina Carano, as Angel Dust', 'Leslie Uggams, as Blind Al', 'Brianna Hildebrand, as Negasonic Teenage Warhead', 'Stefan Kapicic, as Colossus (voice)', 'Karan Soni, as Dopinder']"
Out of Exile,63,"['Thriller', 'Drama', 'Action', 'Crime']","['Adam Hampton, as Gabriel Russell', 'Karrie Cox, as Agent Jordan', 'Kyle Jacob Henry, as Wesley Russell', 'Ryan Merriman, as Agent Brett Solomon', 'Peter Greene, as Whitman Rader', 'Hayley McFarland, as Dawn Russell', 'Aurelian Smith Jr., as Remy', 'Luce Rains, as Sheriff Dan Pogue', 'Bruce Davis, as Donald Mitchell']"
3 Days in Malay,49,"['Action', 'Adventure', 'War']","['Louis Mandylor, as John Caputo', 'Donald Cerrone, as James', ""Quinton 'Rampage' Jackson, as Reverend Conte"", 'Peter Dobson, as Foley', 'Ryan Francis, as Adams', 'Randall J. Bacon, as Benny Conroy', 'Kelly Lynn Reiter,']"
Avengers: Infinity War,82,"['Adventure', 'Action', 'Science Fiction']","['Robert Downey Jr., as Tony Stark / Iron Man', 'Chris Evans, as Steve Rogers / Captain America', 'Chris Hemsworth, as Thor', 'Josh Brolin, as Thanos', 'Mark Ruffalo, as Bruce Banner / Hulk', 'Scarlett Johansson, as Natasha Romanoff / Black Widow', 'Don Cheadle, as James Rhodes / War Machine', 'Benedict Cumberbatch, as Doctor Strange', 'Tom Holland, as Peter Parker / Spider-Man']"
Under Paris,61,"['Action', 'Drama', 'Horror', 'Thriller']","['Bérénice Bejo, as Sophia Assalas', 'Nassim Lyes, as Adil', 'Léa Léviant, as Mika', 'Sandra Parfait, as Caro', 'Aksel Üstün, as Nils', 'Aurélia Petit, as Angèle', 'Marvin Dubart, as Markus', 'Daouda Keita, as Léopold', 'Ibrahima Ba, as Adama']"
Stranger in the Woods,64,"['Horror', 'Thriller']","['Holly Kenney, as Olivia', 'Brendin Brown, as Sam', 'Paris Nicole, as Theresa', 'Radek Antczak, as Brandon', 'Teddy Spencer, as Clayton', 'Devon Deshaun Stewart, as Liam']"
MaXXXine,63,"['Crime', 'Mystery', 'Thriller', 'Horror']","['Mia Goth, as Maxine Minx', 'Elizabeth Debicki, as Elizabeth Bender', 'Moses Sumney, as Leon', 'Michelle Monaghan, as Detective Williams', 'Bobby Cannavale, as Detective Torres', 'Halsey, as Tabby Martin', 'Lily Collins, as Molly Bennett', 'Giancarlo Esposito, as Teddy Knight, Esq.', 'Kevin Bacon, as John Labat']"
Johnny & Clyde,47,"['Action', 'Thriller', 'Crime']","['Avan Jogia, as Johnny', 'Ajani Russell, as Clyde', 'Megan Fox, as Alana Hart', 'Tyson Ritter, as Guy', 'Bai Ling, as Zhang', 'Vanessa Angel, as Susan', 'Armen Garo, as Randall Lock', 'Robert LaSardo, as Candlestick', 'Nick Principe, as Butcher / Bakwas']"
xXx,59,"['Action', 'Adventure', 'Thriller', 'Crime']","['Vin Diesel, as Xander Cage', 'Asia Argento, as Yelena', 'Marton Csokas, as Yorgi', 'Samuel L. Jackson, as Agent Augustus Gibbons', 'Michael Roof, as Agent Toby Lee Shavers', 'Richy Müller, as Milan Sova', 'Werner Daehn, as Kirill', 'Petr Jákl, as Kolya', 'Jan Filipenský, as Viktor']"
The King Tide,71,"['Thriller', 'Mystery', 'Fantasy']","['Frances Fisher, as Faye', 'Clayne Crawford, as Bobby', 'Lara Jean Chorostecki, as Grace', 'Aden Young, as Beau', 'Alix West Lefler, as Isla', 'Michael Greyeyes, as Marlon', 'Ryan McDonald, as Dillon', 'Kathryn Greenwood, as Charlotte', 'Emily Piggford, as Emily']"
The Marvels,61,"['Science Fiction', 'Adventure', 'Action']","['Brie Larson, as Carol Danvers / Captain Marvel', 'Teyonah Parris, as Monica Rambeau', 'Iman Vellani, as Kamala Khan / Ms. Marvel', 'Samuel L. Jackson, as Nick Fury', 'Zawe Ashton, as Dar-Benn', ""Gary Lewis, as Emperor Dro'ge"", 'Park Seo-jun, as Prince Yan', 'Zenobia Shroff, as Muneeba Khan', 'Mohan Kapur, as Yusuf Khan']"
Beverly Hills Cop: Axel F,68,"['Action', 'Comedy', 'Crime']","['Eddie Murphy, as Axel Foley', 'Joseph Gordon-Levitt, as Detective Bobby Abbott', 'Taylour Paige, as Jane Saunders', 'Judge Reinhold, as Billy Rosewood', 'John Ashton, as Chief John Taggart', 'Paul Reiser, as Jeffrey', 'Bronson Pinchot, as Serge', 'Kevin Bacon, as Captain Cade Grant', 'Jameison Walker II, as Traffic Cop']"
Underground Monster,44,"['Fantasy', 'Adventure']","['Wei Wei, as He Chi', 'Wei Lu, as Wu Linna', 'Zhang Chunzhong, as He Jianghai', 'Yue Dongfeng, as Lao Jia', 'Li Ruoxi, as Ah Lei', 'Tang Xin, as Wang Qidong', 'Shuangli Zhang, as Boss Bai', 'Li Gaoji, as Xiao Liu']"
Migration,75,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']","['Kumail Nanjiani, as Mack Mallard (voice)', 'Elizabeth Banks, as Pam Mallard (voice)', 'Caspar Jennings, as Dax Mallard (voice)', 'Tresi Gazal, as Gwen Mallard (voice)', 'Awkwafina, as Chump (voice)', 'Carol Kane, as Erin (voice)', 'Keegan-Michael Key, as Delroy (voice)', 'Danny DeVito, as Uncle Dan (voice)', 'David Mitchell, as GooGoo (voice)']"
Deliver Us,56,['Horror'],"['Lee Roy Kunz, as Father Fox', 'Maria Vera Ratti, as Sister Yulia', 'Alexander Siddig, as Cardinal Russo', 'Jaune Kimmel, as Laura', 'Thomas Kretschmann, as Father Saul', 'Jelena Rajapu, as Zoroastrian Priestess', 'Anil Kapur, as Zoroastrian Priest', 'Kätlin Hallik, as Zoroastrian Priestess', 'Vivek Tyagi, as Zoroastrian Priest']"
BLUE LOCK THE MOVIE -EPISODE NAGI-,83,"['Animation', 'Action', 'Drama']","['Nobunaga Shimazaki, as Seishiro Nagi (voice)', 'Yuma Uchida, as Reo Mikage (voice)', 'Kazuyuki Okitsu, as Zantetsu Tsurugi (voice)', 'Kazuki Ura, as Yoichi Isagi (voice)', 'Tasuku Kaito, as Meguru Bachira (voice)', 'Yuki Ono, as Rensuke Kunigami (voice)', 'Soma Saito, as Hyoma Chigiri (voice)', 'Koki Uchiyama, as Rin Itoshi (voice)', 'Hiroshi Kamiya, as Jinpachi Ego (voice)']"
Inside Out,79,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']","['Amy Poehler, as Joy (voice)', 'Phyllis Smith, as Sadness (voice)', 'Richard Kind, as Bing Bong (voice)', 'Bill Hader, as Fear (voice)', 'Lewis Black, as Anger (voice)', 'Mindy Kaling, as Disgust (voice)', 'Kaitlyn Dias, as Riley (voice)', 'Diane Lane, as Mom (voice)', 'Kyle MacLachlan, as Dad (voice)']"
The Fall Guy,72,"['Action', 'Comedy']","['Ryan Gosling, as Colt Seavers', 'Emily Blunt, as Jody Moreno', 'Aaron Taylor-Johnson, as Tom Ryder', 'Hannah Waddingham, as Gail Meyer', 'Teresa Palmer, as Iggy Starr', 'Stephanie Hsu, as Alma Milan', 'Winston Duke, as Dan Tucker', 'Ben Knight, as Dressler', 'Matuse Paz, as Doone']"
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",73,"['Animation', 'Adventure', 'Action', 'Fantasy', 'Family']","['Annouck Hautbois, as Marinette / Ladybug / Shadybug (voice)', 'Benjamin Bollen, as Adrien Agreste / Cat Noir / Claw Noir (voice)', 'Marie Nonnenmacher, as Tikki (voice)', 'Thierry Kazazian, as Plagg (voice)', 'Fanny Bloc, as Alya Césaire / Ubiquity / Scarabella (voice)', 'Antoine Tomé, as Gabriel Agreste / Hesperia (voice)', ""Alexandre N'Guyen, as Nino Lahiffe (voice)"", 'Martial Le Minoux, as Tom Dupain / Nooroo / Maxkov (voice)', 'Jessie Lambotte, as Nadja Chamack / Sabine Cheng / Barkk (voice)']"
The Jack in the Box: Rises,68,['Horror'],"['Nicholas Anscombe, as Jack', 'Isabella Colby Browne, as Raven', 'Derek Nelson, as Harvey Robinson', 'Georgia Conlan, as Willow Davies', 'James Reynard, as The Dollmaker', 'Leona Clarke, as Olivia Brown', 'Georgina Jane, as Kara', 'Oli Meredith, as Dean Pearson']"
The Strangers: Chapter 1,59,"['Horror', 'Thriller']","['Madelaine Petsch, as Maya', 'Froy Gutierrez, as Ryan', 'Gabriel Basso, as Gregory', 'Ema Horvath, as Shelly', 'Richard Brake, as Sheriff Rotter', 'Rachel Shenton, as Debbie', 'Ella Bruccoleri, as Jasmine', 'George Young, as Howard', 'Janis Ahern, as Carol']"
Jackpot!,65,"['Action', 'Comedy', 'Science Fiction']","['Awkwafina, as Katie Kim', 'John Cena, as Noel Cassidy', 'Simu Liu, as Louis Lewis', 'Ayden Mayeri, as Shadi', 'Donald Watkins, as DJ Donald', 'Sam Asghari, as Senior Agent Ash', 'Machine Gun Kelly, as Machine Gun Kelly', 'Seann William Scott, as Rugged Man', 'Dolly de Leon, as Grandma Tala']"
Deadpool 2,75,"['Action', 'Comedy', 'Adventure']","['Ryan Reynolds, as Wade Wilson / Deadpool / Juggernaut (voice)', 'Josh Brolin, as Cable', 'Morena Baccarin, as Vanessa', 'Julian Dennison, as Firefist', 'Zazie Beetz, as Domino', 'T.J. Miller, as Weasel', 'Leslie Uggams, as Blind Al', 'Karan Soni, as Dopinder', 'Brianna Hildebrand, as Negasonic Teenage Warhead']"
The Last Breath,67,"['Thriller', 'Horror']","['Kim Spearman, as Sam', 'Jack Parr, as Noah', 'Alexander Arnold, as Brett', 'Erin Mullen, as Riley', 'Arlo Carter, as Logan', 'Julian Sands, as Levi', 'Maxime Durand, as Brian']"
