Title,User Rating %,Genres,Cast
Johnny & Clyde,47,"['Action', 'Thriller', 'Crime']","['Avan Jogia, as Johnny', 'Ajani Russell, as Clyde', 'Megan Fox, as Alana Hart', 'Tyson Ritter, as Guy', 'Bai Ling, as Zhang', 'Vanessa Angel, as Susan', 'Armen Garo, as Randall Lock', 'Robert LaSardo, as Candlestick', 'Nick Principe, as Butcher / Bakwas']"
xXx,59,"['Action', 'Adventure', 'Thriller', 'Crime']","['Vin Diesel, as Xander Cage', 'Asia Argento, as Yelena', 'Marton Csokas, as Yorgi', 'Samuel L. Jackson, as Agent Augustus Gibbons', 'Michael Roof, as Agent Toby Lee Shavers', 'Richy Müller, as Milan Sova', 'Werner Daehn, as Kirill', 'Petr Jákl, as Kolya', 'Jan Filipenský, as Viktor']"
The King Tide,71,"['Thriller', 'Mystery', 'Fantasy']","['Frances Fisher, as Faye', 'Clayne Crawford, as Bobby', 'Lara Jean Chorostecki, as Grace', 'Aden Young, as Beau', 'Alix West Lefler, as Isla', 'Michael Greyeyes, as Marlon', 'Ryan McDonald, as Dillon', 'Kathryn Greenwood, as Charlotte', 'Emily Piggford, as Emily']"
The Marvels,61,"['Science Fiction', 'Adventure', 'Action']","['Brie Larson, as Carol Danvers / Captain Marvel', 'Teyonah Parris, as Monica Rambeau', 'Iman Vellani, as Kamala Khan / Ms. Marvel', 'Samuel L. Jackson, as Nick Fury', 'Zawe Ashton, as Dar-Benn', ""Gary Lewis, as Emperor Dro'ge"", 'Park Seo-jun, as Prince Yan', 'Zenobia Shroff, as Muneeba Khan', 'Mohan Kapur, as Yusuf Khan']"
Beverly Hills Cop: Axel F,68,"['Action', 'Comedy', 'Crime']","['Eddie Murphy, as Axel Foley', 'Joseph Gordon-Levitt, as Detective Bobby Abbott', 'Taylour Paige, as Jane Saunders', 'Judge Reinhold, as Billy Rosewood', 'John Ashton, as Chief John Taggart', 'Paul Reiser, as Jeffrey', 'Bronson Pinchot, as Serge', 'Kevin Bacon, as Captain Cade Grant', 'Jameison Walker II, as Traffic Cop']"
Underground Monster,44,"['Fantasy', 'Adventure']","['Wei Wei, as He Chi', 'Wei Lu, as Wu Linna', 'Zhang Chunzhong, as He Jianghai', 'Yue Dongfeng, as Lao Jia', 'Li Ruoxi, as Ah Lei', 'Tang Xin, as Wang Qidong', 'Shuangli Zhang, as Boss Bai', 'Li Gaoji, as Xiao Liu']"
Migration,75,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']","['Kumail Nanjiani, as Mack Mallard (voice)', 'Elizabeth Banks, as Pam Mallard (voice)', 'Caspar Jennings, as Dax Mallard (voice)', 'Tresi Gazal, as Gwen Mallard (voice)', 'Awkwafina, as Chump (voice)', 'Carol Kane, as Erin (voice)', 'Keegan-Michael Key, as Delroy (voice)', 'Danny DeVito, as Uncle Dan (voice)', 'David Mitchell, as GooGoo (voice)']"
Deliver Us,56,['Horror'],"['Lee Roy Kunz, as Father Fox', 'Maria Vera Ratti, as Sister Yulia', 'Alexander Siddig, as Cardinal Russo', 'Jaune Kimmel, as Laura', 'Thomas Kretschmann, as Father Saul', 'Jelena Rajapu, as Zoroastrian Priestess', 'Anil Kapur, as Zoroastrian Priest', 'Kätlin Hallik, as Zoroastrian Priestess', 'Vivek Tyagi, as Zoroastrian Priest']"
BLUE LOCK THE MOVIE -EPISODE NAGI-,83,"['Animation', 'Action', 'Drama']","['Nobunaga Shimazaki, as Seishiro Nagi (voice)', 'Yuma Uchida, as Reo Mikage (voice)', 'Kazuyuki Okitsu, as Zantetsu Tsurugi (voice)', 'Kazuki Ura, as Yoichi Isagi (voice)', 'Tasuku Kaito, as Meguru Bachira (voice)', 'Yuki Ono, as Rensuke Kunigami (voice)', 'Soma Saito, as Hyoma Chigiri (voice)', 'Koki Uchiyama, as Rin Itoshi (voice)', 'Hiroshi Kamiya, as Jinpachi Ego (voice)']"
Inside Out,79,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']","['Amy Poehler, as Joy (voice)', 'Phyllis Smith, as Sadness (voice)', 'Richard Kind, as Bing Bong (voice)', 'Bill Hader, as Fear (voice)', 'Lewis Black, as Anger (voice)', 'Mindy Kaling, as Disgust (voice)', 'Kaitlyn Dias, as Riley (voice)', 'Diane Lane, as Mom (voice)', 'Kyle MacLachlan, as Dad (voice)']"
